# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.203333        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.22697938e+00	(9.30240184e-02 1.85424512e-01 4.91306241e-01)	15
0.205556        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	9.76438946e-01	(1.18360261e-01 -1.73412380e-01 4.91578034e-01)	16
0.207778        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.00794423e+00	(1.18628903e-01 -1.73369708e-01 4.91845972e-01)	16
0.21            	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.24492014e+00	(1.06550993e-01 1.79187066e-01 4.92110091e-01)	15
0.2125          	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.22756048e+00	(1.06855522e-01 1.78857381e-01 4.92402782e-01)	15
0.215           	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.14007171e+00	(1.19508781e-01 -1.73804927e-01 4.92690743e-01)	16
0.2175          	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.08958055e+00	(1.19815542e-01 -1.73677911e-01 4.92973833e-01)	16
0.22            	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.38269879e+00	(1.20123305e-01 1.71964640e-01 4.93252097e-01)	15
0.221667        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.36395075e+00	(1.20329002e-01 1.71628817e-01 4.93434917e-01)	15
0.22375         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.11462760e+00	(3.20742529e-02 -2.03416548e-01 4.87409921e-01)	16
0.225833        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.05213102e+00	(1.08497320e-01 -1.81069261e-01 4.93882458e-01)	16
0.227917        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.56742892e+00	(-4.07422440e-03 2.00647850e-01 5.00350541e-01)	14
0.228958        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.67997576e+00	(-3.94466793e-03 2.00311020e-01 5.00458630e-01)	14
0.23            	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.11273568e+00	(1.21362835e-01 1.70756945e-01 5.00566605e-01)	15
0.23125         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.16786842e+00	(1.21518580e-01 1.70605928e-01 5.00694182e-01)	15
0.232708        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.63435974e+00	(-5.36750917e-02 -1.93746104e-01 4.88340419e-01)	16
0.23362         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.70732320e+00	(-5.35613180e-02 -1.94198479e-01 4.88431622e-01)	16
0.234531        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.25856330e+00	(1.49099677e-02 1.98472236e-01 5.13522591e-01)	15
0.235625        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.35364600e+00	(9.10099702e-02 1.82032299e-01 5.07380335e-01)	15
0.237083        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.92007070e+00	(-3.42720874e-02 -2.01798563e-01 4.82522362e-01)	16
0.237667        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.70439346e+00	(-5.30553582e-02 -1.96183791e-01 4.82578685e-01)	16
0.238133        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.78448115e+00	(-3.41406797e-02 -2.02552039e-01 4.82623764e-01)	16
0.238756        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.59835133e+00	(-3.40627774e-02 -2.02894741e-01 4.82683444e-01)	16
0.239378        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	7.71672204e+00	(-3.39848134e-02 -2.03511970e-01 4.76492820e-01)	16
0.24            	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.54868142e+00	(-3.39068685e-02 -2.04112460e-01 4.76551892e-01)	16
0.240476        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.20975644e+00	(-4.10048541e-02 1.89487738e-01 7.12967369e-01)	8
0.241036        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.41828368e+00	(-3.37769959e-02 -2.04701493e-01 4.76649608e-01)	16
0.241677        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.04992082e+01	(-3.36967005e-02 -2.05555968e-01 4.70459551e-01)	16
0.24201         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	9.60563499e+00	(-3.36549611e-02 -2.05998411e-01 4.70490593e-01)	16
0.242357        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.25402825e+00	(-2.26986895e-03 -2.12100570e-01 4.70523098e-01)	16
0.242782        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.11403376e+00	(-2.21662408e-03 -2.12516403e-01 4.70562446e-01)	16
0.243263        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.44051695e+01	(-2.15623064e-03 -2.13353896e-01 4.64356870e-01)	16
0.243522        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.30158359e+01	(-3.34652633e-02 -2.07979221e-01 4.64380507e-01)	16
0.243792        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.06350455e+00	(-2.08987278e-03 -2.14110007e-01 4.64405496e-01)	16
0.244102        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.93380495e+00	(-2.05093423e-03 -2.14512807e-01 4.64433924e-01)	16
0.244449        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.91736439e+01	(-2.00736949e-03 -2.15251467e-01 4.58215607e-01)	16
0.244663        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.61242398e+01	(-1.98058433e-03 -2.15701650e-01 4.58235057e-01)	16
0.244885        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.99482940e+00	(-5.21505237e-02 -2.04065886e-01 4.64504943e-01)	16
0.245141        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	8.59465432e+00	(-1.92059248e-03 -2.16415445e-01 4.58278486e-01)	16
0.245427        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.51792755e+01	(-1.88468380e-03 -2.17156489e-01 4.52054363e-01)	16
0.245603        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.05986332e+01	(-1.86261104e-03 -2.17604111e-01 4.52070255e-01)	16
0.245794        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	7.96680838e+00	(-3.31801937e-02 -2.12094601e-01 4.58337289e-01)	16
0.246015        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.06232921e+01	(-1.81083602e-03 -2.18352973e-01 4.52107434e-01)	16
