# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.0522          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	4.82553736e-01	(-1.57529501e-01 1.27269191e-01 1.96035760e-01)	11
0.0542          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	4.60500398e-01	(1.85808806e-01 -9.48943792e-03 9.68921789e-03)	12
0.0562          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	5.18206307e-01	(-1.57361858e-01 -1.27242521e-01 1.96534151e-01)	15
0.0582          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	4.86316025e-01	(1.85978760e-01 9.50232374e-03 1.01751973e-02)	12
0.0602          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	5.67027466e-01	(-1.25657499e-01 1.58374544e-01 1.90672247e-01)	11
0.0622          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	5.10956251e-01	(1.86160253e-01 9.44505169e-03 1.06567606e-02)	12
0.0642          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	6.37902692e-01	(-1.07163165e-01 -1.71354236e-01 1.91182526e-01)	15
0.0657          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	5.31758509e-01	(1.80994178e-01 -4.71398799e-02 1.10779250e-02)	1
0.0672          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	5.76438870e-01	(-1.25315309e-01 1.58441053e-01 1.91525355e-01)	11
0.0687          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	7.18008880e-01	(-6.94564138e-02 -1.90097668e-01 1.91700902e-01)	15
0.0702          	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	7.46633891e-01	(-6.93768629e-02 -1.89958439e-01 1.91880957e-01)	15
0.0718667       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	8.70677398e-01	(-5.05056166e-02 1.96374312e-01 1.92058648e-01)	11
0.0730571       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	9.11885973e-01	(-5.04399279e-02 1.96220183e-01 1.92200329e-01)	11
