x,y,z,alpha.water
0.125,0,-0.125,1.00001
0.125,-7.89969e-19,-0.120833,1.00001
0.125,0,-0.116667,1.00001
0.125,-1.57994e-18,-0.116667,1.00001
0.125,-1.96116e-20,-0.1125,1.00001
0.125,-3.92233e-20,-0.108333,1.00001
0.125,-3.92257e-20,-0.104166,1.00001
0.125,-3.92282e-20,-0.1,1.00001
0.125,-3.92307e-20,-0.0958333,1.00001
0.125,-3.92332e-20,-0.0916667,1.00001
0.125,-3.92315e-20,-0.0875,1.00001
0.125,-3.92299e-20,-0.0833333,1.00001
0.125,-3.92299e-20,-0.08125,1.00001
0.125,-3.92299e-20,-0.0791667,1.00001
0.125,-3.92286e-20,-0.0781251,1.00001
0.125,-3.92274e-20,-0.0770835,1.00001
0.125,-3.9227e-20,-0.0760417,1.00001
0.125,-3.92266e-20,-0.075,1.00001
0.125,-3.92261e-20,-0.0739584,1.00001
0.125,-3.92257e-20,-0.0729167,1.00001
0.125,-3.92257e-20,-0.071875,1.00001
0.125,-3.92257e-20,-0.0708333,1.00001
0.125,-3.92266e-20,-0.0697917,1.00001
0.125,-3.92274e-20,-0.0687501,1.00001
0.125,-3.92274e-20,-0.0677084,1.00001
0.125,-3.92274e-20,-0.0666667,1.00001
0.125,-3.92278e-20,-0.065625,1.00001
0.125,-3.92282e-20,-0.0645834,1.00001
0.125,-3.92278e-20,-0.0635417,1.00001
0.125,-3.92274e-20,-0.0625,1.00001
0.125,-3.9227e-20,-0.0614583,1.00001
0.125,-3.92266e-20,-0.0604167,1.00001
0.125,-3.92268e-20,-0.059375,1.00001
0.125,-3.9227e-20,-0.0583333,1.00001
0.125,-3.92266e-20,-0.0572916,1.00001
0.125,-3.92261e-20,-0.05625,1.00001
0.125,-3.92265e-20,-0.0552083,1.00001
0.125,-3.92269e-20,-0.0541667,1.00001
0.125,-3.92266e-20,-0.053125,1.00001
0.125,-3.92264e-20,-0.0520834,1.00001
0.125,-3.92268e-20,-0.0510417,1.00001
0.125,-3.92272e-20,-0.05,1.00001
0.125,-3.92271e-20,-0.0489583,1.00001
0.125,-3.92271e-20,-0.0479167,1.00001
0.125,-3.92271e-20,-0.046875,1.00001
0.125,-3.92272e-20,-0.0458333,1.00001
0.125,-3.92272e-20,-0.0447916,1.00001
0.125,-3.92273e-20,-0.04375,1.00001
0.125,-3.92273e-20,-0.0427083,1.00001
0.125,-3.92274e-20,-0.0416667,1.00001
0.125,-3.92275e-20,-0.040625,1.00001
0.125,-3.92275e-20,-0.0395834,1.00001
0.125,-3.92276e-20,-0.0385417,1.00001
0.125,-3.92276e-20,-0.0375,1.00001
0.125,-3.92277e-20,-0.0364583,1.00001
0.125,-3.92277e-20,-0.0354167,1.00001
0.125,-3.92277e-20,-0.034375,1.00001
0.125,-1.03398e-25,-0.0333333,1.00001
0.125,-3.92277e-20,-0.0333333,1.00001
0.125,4.85102e-20,-0.0322916,1.00001
0.125,9.70204e-20,-0.03125,1.00001
0.125,9.70204e-20,-0.0302083,1.00001
0.125,9.70203e-20,-0.0291667,1.00001
0.125,9.70203e-20,-0.028125,1.00001
0.125,9.70203e-20,-0.0270833,1.00001
0.125,9.70203e-20,-0.0260417,1.00001
0.125,9.70203e-20,-0.025,1.00001
0.125,9.70203e-20,-0.0239583,1.00001
0.125,9.70203e-20,-0.0229167,1.00001
0.125,9.70203e-20,-0.021875,1.00001
0.125,9.70203e-20,-0.0208333,1.00001
