x,y,z,alpha.water
0.15,8.27181e-25,-0.125,1.00001
0.15,-8.27181e-25,-0.125,1.00001
0.15,4.447e-19,-0.120834,1.00001
0.15,8.894e-19,-0.116667,1.00001
0.15,8.89402e-19,-0.1125,1.00001
0.15,8.89404e-19,-0.108333,1.00001
0.15,8.89391e-19,-0.104167,1.00001
0.15,8.89378e-19,-0.1,1.00001
0.15,8.89377e-19,-0.0958334,1.00001
0.15,8.89376e-19,-0.0916667,1.00001
0.15,8.89374e-19,-0.0875,1.00001
0.15,8.89371e-19,-0.0833333,1.00001
0.15,8.89373e-19,-0.08125,1.00001
0.15,8.89375e-19,-0.0791667,1.00001
0.15,8.89372e-19,-0.078125,1.00001
0.15,8.8937e-19,-0.0770833,1.00001
0.15,8.89372e-19,-0.0760416,1.00001
0.15,8.89374e-19,-0.075,1.00001
0.15,8.89373e-19,-0.0739584,1.00001
0.15,8.89373e-19,-0.0729168,1.00001
0.15,8.89373e-19,-0.071875,1.00001
0.15,8.89372e-19,-0.0708333,1.00001
0.15,8.89373e-19,-0.0697916,1.00001
0.15,8.89373e-19,-0.06875,1.00001
0.15,8.89373e-19,-0.0677083,1.00001
0.15,8.89373e-19,-0.0666667,1.00001
0.15,8.89373e-19,-0.065625,1.00001
0.15,8.89374e-19,-0.0645834,1.00001
0.15,8.89374e-19,-0.0635417,1.00001
0.15,8.89374e-19,-0.0625,1.00001
0.15,8.89374e-19,-0.0614583,1.00001
0.15,8.89374e-19,-0.0604167,1.00001
0.15,8.89374e-19,-0.059375,1.00001
0.15,8.89374e-19,-0.0583333,1.00001
0.15,8.89374e-19,-0.0572917,1.00001
0.15,8.89374e-19,-0.0562501,1.00001
0.15,8.89373e-19,-0.0552084,1.00001
0.15,8.89373e-19,-0.0541667,1.00001
0.15,8.89373e-19,-0.053125,1.00001
0.15,8.89374e-19,-0.0520834,1.00001
0.15,8.89373e-19,-0.0510417,1.00001
0.15,8.89373e-19,-0.05,1.00001
0.15,8.89373e-19,-0.0489583,1.00001
0.15,8.89373e-19,-0.0479166,1.00001
0.15,8.89373e-19,-0.0468749,1.00001
0.15,8.89373e-19,-0.0458333,1.00001
0.15,8.89373e-19,-0.0447916,1.00001
0.15,8.89373e-19,-0.04375,1.00001
0.15,8.89372e-19,-0.0427083,1.00001
0.15,8.89372e-19,-0.0416667,1.00001
0.15,8.89372e-19,-0.040625,1.00001
0.15,8.89372e-19,-0.0395834,1.00001
0.15,8.89373e-19,-0.0385417,1.00001
0.15,8.89373e-19,-0.0375,1.00001
0.15,8.89373e-19,-0.0364583,1.00001
0.15,8.89372e-19,-0.0354167,1.00001
0.15,8.89372e-19,-0.034375,1.00001
0.15,8.89372e-19,-0.0333333,1.00001
0.15,8.89373e-19,-0.0325919,1.00001
0.15,8.89373e-19,-0.0318504,1.00001
0.15,8.89373e-19,-0.0315502,1.00001
0.15,8.89373e-19,-0.03125,1.00001
0.15,8.89373e-19,-0.0302083,1.00001
0.15,0,-0.0291667,1.00001
0.15,8.89372e-19,-0.0291667,1.00001
0.15,-3.73249e-19,-0.028125,1.00001
0.15,-7.46499e-19,-0.0270833,1.00001
0.15,-7.46499e-19,-0.0260417,1.00001
0.15,-7.46499e-19,-0.025,1.00001
0.15,-7.46499e-19,-0.0239583,1.00001
0.15,-7.46499e-19,-0.0229167,1.00001
0.15,-7.46499e-19,-0.021875,1.00001
0.15,-7.46499e-19,-0.0208333,1.00001
0.15,-7.46499e-19,-0.0197916,1.00001
0.15,-7.46499e-19,-0.01875,1.00001
0.15,-7.46499e-19,-0.0177083,1.00001
0.15,-7.46499e-19,-0.0166667,1.00001
0.15,-7.46499e-19,-0.015625,1.00001
0.15,-7.46499e-19,-0.0145834,1.00001
0.15,-7.46499e-19,-0.0135417,1.00001
0.15,-7.46499e-19,-0.0125,1.00001
0.15,-7.46499e-19,-0.0114583,1.00001
0.15,-7.46499e-19,-0.0104167,1.00001
0.15,-7.46499e-19,-0.00937501,1.00001
0.15,-7.46499e-19,-0.00833333,1.00001
0.15,-7.46499e-19,-0.00729166,1.00001
0.15,-7.46499e-19,-0.00625,1.00001
0.15,-7.46499e-19,-0.00574493,1.00001
0.15,-7.46499e-19,-0.00523986,1.00001
0.15,-7.46499e-19,-0.00470326,1.00001
0.15,-7.46499e-19,-0.00416667,1.00001
0.15,-7.46499e-19,-0.003125,1.00001
0.15,-7.46499e-19,-0.00208333,1.00001
0.15,-7.46499e-19,-0.00104167,1.00001
0.15,-7.46499e-19,1.81075e-11,1.00001
0.15,-7.46499e-19,0.00104167,1.00001
0.15,-7.46499e-19,0.00208333,1.00001
0.15,-2.08748e-08,0.00208334,1.00001
0.15,-2.08748e-08,0.00312501,1.00001
0.15,-2.08748e-08,0.00416667,1.00001
0.15,-2.08748e-08,0.00520834,1.00001
0.15,-2.08748e-08,0.00625,1.00001
0.15,-2.08748e-08,0.00729167,1.00001
0.15,-2.08748e-08,0.00833333,1
0.15,-2.08748e-08,0.00937502,1
0.15,-2.08748e-08,0.0104167,1
0.15,-2.08748e-08,0.0114584,1
0.15,-2.08748e-08,0.0125,1
0.15,-2.08748e-08,0.0135417,1
0.15,-2.08748e-08,0.0145834,1
0.15,-2.08748e-08,0.0156251,1
0.15,-2.08748e-08,0.0166667,1
0.15,-2.08748e-08,0.0177084,1
0.15,-2.08748e-08,0.01875,1
0.15,-2.08748e-08,0.0197917,1
0.15,-2.08748e-08,0.0208333,0.999998
0.15,-2.08748e-08,0.021875,0.999998
0.15,-2.08748e-08,0.0229167,0.999978
0.15,-2.08748e-08,0.0239583,0.999978
0.15,-2.08748e-08,0.025,0.999869
0.15,-2.08748e-08,0.0260417,0.999869
0.15,-2.08748e-08,0.0270833,0.999157
0.15,-2.08748e-08,0.028125,0.999157
0.15,-2.08748e-08,0.0291667,0.993799
0.15,-2.08748e-08,0.0302084,0.993799
0.15,-2.08748e-08,0.03125,0.939021
0.15,-2.08748e-08,0.0322916,0.939021
0.15,-2.08748e-08,0.0333333,0.583402
0.15,-2.08748e-08,0.034375,0.583402
0.15,-2.08748e-08,0.0354167,0.111701
0.15,-2.08748e-08,0.0364583,0.111701
0.15,-2.08748e-08,0.0375,0.111701
0.15,-1.03398e-25,0.0395834,0.00118272
0.15,-1.21435e-20,0.0406251,0.00118272
0.15,-2.42868e-20,0.0416667,0.000274174
0.15,-2.42868e-20,0.0427084,0.000274174
0.15,-2.42868e-20,0.0437501,6.25863e-05
0.15,-2.42869e-20,0.0447917,6.25863e-05
0.15,-2.4287e-20,0.0458334,1.39528e-05
0.15,-2.4287e-20,0.0464831,1.39528e-05
0.15,-2.42869e-20,0.0471328,1.45625e-05
0.15,-2.4287e-20,0.0475247,1.45625e-05
0.15,-2.4287e-20,0.0479167,3.32793e-06
0.15,-2.4287e-20,0.0489583,3.32793e-06
0.15,-2.42871e-20,0.05,8.39529e-07
0.15,-2.4287e-20,0.0510417,8.39529e-07
0.15,-2.4287e-20,0.0520834,2.10038e-07
0.15,-2.4287e-20,0.0531251,2.10038e-07
0.15,-2.4287e-20,0.0541667,7.57346e-08
0.15,-2.4287e-20,0.0552084,7.57346e-08
0.15,-2.4287e-20,0.05625,2.33032e-08
0.15,-2.4287e-20,0.0566526,2.33032e-08
0.15,-2.4287e-20,0.0570552,2.46351e-08
0.15,-2.4287e-20,0.0576943,2.46351e-08
0.15,-2.4287e-20,0.0583334,8.43119e-09
