x,y,z,alpha.water
0,0.125,-0.125,1
0,0.125,-0.120833,1
3.25261e-19,0.125,-0.116667,1
0,0.125,-0.116667,1
7.04731e-19,0.125,-0.1125,1
1.0842e-18,0.125,-0.108333,1
9.75782e-19,0.125,-0.104167,1
8.67362e-19,0.125,-0.1,1
3.25261e-19,0.125,-0.0958334,1
-2.1684e-19,0.125,-0.0916667,1
-2.1684e-19,0.125,-0.0875,1
-2.1684e-19,0.125,-0.0833333,1
-8.47033e-20,0.125,-0.08125,1
4.74338e-20,0.125,-0.0791667,1
2.40557e-19,0.125,-0.0781251,1
4.33681e-19,0.125,-0.0770835,1
4.33681e-19,0.125,-0.0760417,1
4.33681e-19,0.125,-0.075,1
3.79471e-19,0.125,-0.0739583,1
3.25261e-19,0.125,-0.0729167,1
2.1684e-19,0.125,-0.071875,1
1.0842e-19,0.125,-0.0708333,1
-5.42101e-20,0.125,-0.0697917,1
-2.1684e-19,0.125,-0.0687501,1
-3.25261e-19,0.125,-0.0677084,1
-4.33681e-19,0.125,-0.0666667,1.00001
-5.57771e-19,0.125,-0.0656251,1.00001
-1.49078e-19,0.125,-0.0645834,1.00001
-6.81862e-19,0.125,-0.0645834,1.00001
1.01644e-19,0.125,-0.0635417,1.00001
3.52366e-19,0.125,-0.0625,1.00001
2.84603e-19,0.125,-0.0614583,1.00001
2.1684e-19,0.125,-0.0604167,1.00001
2.71051e-19,0.125,-0.059375,1.00001
3.25261e-19,0.125,-0.0583333,1.00001
2.71051e-19,0.125,-0.0572916,1.00001
2.1684e-19,0.125,-0.05625,1.00001
3.18484e-19,0.125,-0.0552083,1.00001
4.20128e-19,0.125,-0.0541667,1.00001
5.89535e-19,0.125,-0.053125,1.00001
7.58942e-19,0.125,-0.0520834,1.00001
7.58942e-19,0.125,-0.0510417,1.00001
7.58942e-19,0.125,-0.05,1
9.21572e-19,0.125,-0.0489583,1
1.0842e-18,0.125,-0.0479167,1
1.13841e-18,0.125,-0.046875,1
1.19262e-18,0.125,-0.0458333,1
1.19262e-18,0.125,-0.0447917,1
1.19262e-18,0.125,-0.04375,1
1.19262e-18,0.125,-0.0427084,1
1.19262e-18,0.125,-0.0416667,1
1.24683e-18,0.125,-0.040625,1
1.30104e-18,0.125,-0.0395834,1
1.13841e-18,0.125,-0.0385417,1
9.75782e-19,0.125,-0.0375,1
1.02999e-18,0.125,-0.0364583,1
1.0842e-18,0.125,-0.0354167,1
9.75782e-19,0.125,-0.034375,1
8.67362e-19,0.125,-0.0333333,1
8.13152e-19,0.125,-0.0322916,1
7.58942e-19,0.125,-0.03125,1
6.50521e-19,0.125,-0.0302083,1
5.42101e-19,0.125,-0.0291667,1
4.33681e-19,0.125,-0.028125,1
3.25261e-19,0.125,-0.0270834,1
2.71051e-19,0.125,-0.0260417,1
2.1684e-19,0.125,-0.025,1
2.71051e-19,0.125,-0.0239584,1
3.25261e-19,0.125,-0.0229167,1
2.71051e-19,0.125,-0.021875,1
2.1684e-19,0.125,-0.0208333,1
2.1684e-19,0.125,-0.0197917,1
2.1684e-19,0.125,-0.01875,0.999999
2.1684e-19,0.125,-0.0177084,0.999999
2.1684e-19,0.125,-0.0166667,0.999993
3.25261e-19,0.125,-0.015625,0.999993
4.33681e-19,0.125,-0.0145834,0.999946
4.37069e-19,0.125,-0.0135417,0.999946
4.40457e-19,0.125,-0.0125,0.999571
3.98105e-19,0.125,-0.0114583,0.999571
3.55754e-19,0.125,-0.0104167,0.999571
1.93124e-19,0.125,-0.0104167,0.994515
5.84453e-19,0.125,-0.00937502,0.994515
9.75782e-19,0.125,-0.00833333,0.907422
1.0842e-18,0.125,-0.00729167,0.907422
1.19262e-18,0.125,-0.00625,0.425839
1.24683e-18,0.125,-0.00520833,0.425839
1.30104e-18,0.125,-0.00416667,0.0492097
1.35525e-18,0.125,-0.003125,0.0492097
1.40946e-18,0.125,-0.00208333,0.00217452
1.35525e-18,0.125,-0.00104166,0.00217452
1.30104e-18,0.125,4.49134e-11,4.09784e-05
1.30104e-18,0.125,0.00104167,4.09784e-05
1.30104e-18,0.125,0.00208334,1.83804e-06
1.32307e-18,0.125,0.003125,1.83804e-06
1.34509e-18,0.125,0.00416667,1.00835e-07
1.37728e-18,0.125,0.00520833,1.00835e-07
1.40946e-18,0.125,0.00625,8.51416e-09
1.40946e-18,0.125,0.00729166,8.51416e-09
1.40946e-18,0.125,0.00833333,1.42151e-09
1.46367e-18,0.125,0.00937501,1.42151e-09
1.51788e-18,0.125,0.0104167,1.16113e-09
1.46367e-18,0.125,0.0114583,1.16113e-09
1.40946e-18,0.125,0.0125,1.2193e-09
1.35525e-18,0.125,0.0135417,1.2193e-09
1.30104e-18,0.125,0.0145834,1.28756e-09
1.40946e-18,0.125,0.015625,1.28756e-09
1.51788e-18,0.125,0.0166667,1.55405e-09
1.46367e-18,0.125,0.0177083,1.55405e-09
1.40946e-18,0.125,0.01875,1.87787e-09
1.55176e-18,0.125,0.0197916,1.87787e-09
1.69407e-18,0.125,0.0208333,1.98672e-09
1.71439e-18,0.125,0.021875,1.98672e-09
1.73472e-18,0.125,0.0229167,1.78621e-09
1.78893e-18,0.125,0.0239583,1.78621e-09
1.84314e-18,0.125,0.025,1.36697e-09
2.05998e-18,0.125,0.0260417,1.36697e-09
2.27682e-18,0.125,0.0270834,1.20158e-09
2.22261e-18,0.125,0.028125,1.20158e-09
2.1684e-18,0.125,0.0291667,1.19946e-09
2.05998e-18,0.125,0.0302083,1.19946e-09
1.95156e-18,0.125,0.03125,1.50919e-09
2.05998e-18,0.125,0.0322916,1.50919e-09
2.1684e-18,0.125,0.0333333,2.08242e-09
2.1684e-18,0.125,0.034375,2.08242e-09
2.1684e-18,0.125,0.0354167,2.31782e-09
2.16163e-18,0.125,0.0364584,2.31782e-09
2.15485e-18,0.125,0.0375,2.23368e-09
2.21584e-18,0.125,0.0385417,2.23368e-09
2.27682e-18,0.125,0.0395834,2.15279e-09
2.22261e-18,0.125,0.040625,2.15279e-09
2.1684e-18,0.125,0.0416667,2.41645e-09
2.22261e-18,0.125,0.0427084,2.41645e-09
2.27682e-18,0.125,0.0437501,2.94717e-09
2.1684e-18,0.125,0.0447917,2.94717e-09
2.05998e-18,0.125,0.0458334,3.15847e-09
2.11419e-18,0.125,0.0468751,3.15847e-09
2.1684e-18,0.125,0.0479168,2.74702e-09
2.11419e-18,0.125,0.0489584,2.74702e-09
2.05998e-18,0.125,0.0500001,2.10117e-09
1.95156e-18,0.125,0.0510418,2.10117e-09
1.84314e-18,0.125,0.0520835,1.98846e-09
1.8279e-18,0.125,0.0531251,1.98846e-09
1.81265e-18,0.125,0.0541668,2.24605e-09
1.55685e-18,0.125,0.0552085,2.24605e-09
1.30104e-18,0.125,0.0562502,2.4596e-09
1.35525e-18,0.125,0.0572919,2.4596e-09
1.40946e-18,0.125,0.0583335,2.43738e-09
1.57209e-18,0.125,0.0593752,2.43738e-09
1.73472e-18,0.125,0.0604169,2.18071e-09
1.80249e-18,0.125,0.0614586,2.18071e-09
1.87025e-18,0.125,0.0625003,2.06989e-09
1.69407e-18,0.125,0.0635421,2.06989e-09
1.51788e-18,0.125,0.0645839,2.32495e-09
1.51788e-18,0.125,0.0656256,2.32495e-09
1.51788e-18,0.125,0.0666672,3.05698e-09
1.57209e-18,0.125,0.067709,3.05698e-09
1.6263e-18,0.125,0.0687508,3.44445e-09
1.73472e-18,0.125,0.0697925,3.44445e-09
1.84314e-18,0.125,0.0708341,3.40754e-09
1.84314e-18,0.125,0.071876,3.40754e-09
1.84314e-18,0.125,0.0729178,3.26248e-09
1.78893e-18,0.125,0.0739595,3.26248e-09
1.73472e-18,0.125,0.0750012,3.3206e-09
1.53906e-18,0.125,0.0760432,3.3206e-09
1.35525e-20,0.125,0.0770852,3.61073e-09
1.34339e-18,0.125,0.0770852,3.3206e-09
-4.74338e-20,0.125,0.0781269,3.61073e-09
-1.0842e-19,0.125,0.0791685,3.87712e-09
-5.42101e-20,0.125,0.0812523,3.87712e-09
0,0.125,0.083336,4.15254e-09
2.1684e-19,0.125,0.0875052,4.15254e-09
4.33681e-19,0.125,0.0916745,4.45726e-09
8.67362e-19,0.125,0.0958434,4.45726e-09
1.30104e-18,0.125,0.100012,3.63863e-09
1.51788e-18,0.125,0.108363,3.63863e-09
1.73472e-18,0.125,0.116713,3.00784e-09
2.1684e-18,0.125,0.125067,3.00784e-09
2.60209e-18,0.125,0.13342,2.78379e-09
