x,y,z,alpha.water
0,0.1,-0.125,1
1.42302e-19,0.1,-0.120834,1
2.84603e-19,0.1,-0.116667,1
-1.21973e-19,0.1,-0.116667,1
4.60786e-19,0.1,-0.1125,1
1.04354e-18,0.1,-0.108333,1
9.55453e-19,0.1,-0.104167,1
8.67362e-19,0.1,-0.1,1
1.51788e-18,0.1,-0.0958334,1
2.1684e-18,0.1,-0.0916667,1
2.54788e-18,0.1,-0.0875,1
2.92735e-18,0.1,-0.0833333,1
2.98156e-18,0.1,-0.08125,1
3.03577e-18,0.1,-0.0791667,1.00001
3.1984e-18,0.1,-0.0781251,1.00001
3.36103e-18,0.1,-0.0770834,1.00001
3.14419e-18,0.1,-0.0760417,1.00001
2.92735e-18,0.1,-0.075,1.00001
2.81893e-18,0.1,-0.0739584,1.00001
2.71051e-18,0.1,-0.0729167,1.00001
2.67451e-18,0.1,-0.071875,1.00001
2.63851e-18,0.1,-0.0708333,1.00001
2.67451e-18,0.1,-0.0697917,1.00001
2.71051e-18,0.1,-0.0687501,1.00001
2.54788e-18,0.1,-0.0677084,1.00001
2.38524e-18,0.1,-0.0666667,1.00001
2.33103e-18,0.1,-0.0656251,1.00001
2.27682e-18,0.1,-0.0645834,1.00001
2.11419e-18,0.1,-0.0635417,1.00001
1.95156e-18,0.1,-0.0625,1.00001
1.95156e-18,0.1,-0.0614584,1.00001
1.95156e-18,0.1,-0.0604167,1.00001
1.84314e-18,0.1,-0.059375,1.00001
1.73472e-18,0.1,-0.0583333,1.00001
1.78893e-18,0.1,-0.0572917,1.00001
1.84314e-18,0.1,-0.05625,1.00001
1.92552e-18,0.1,-0.0552084,1.00001
2.00789e-18,0.1,-0.0541667,1.00001
1.97973e-18,0.1,-0.053125,1.00001
1.95156e-18,0.1,-0.0520833,1.00001
2.05998e-18,0.1,-0.0510417,1.00001
2.1684e-18,0.1,-0.05,1.00001
2.1684e-18,0.1,-0.0489583,1.00001
2.1684e-18,0.1,-0.0479166,1.00001
2.1684e-18,0.1,-0.046875,1.00001
2.1684e-18,0.1,-0.0458333,1.00001
2.33103e-18,0.1,-0.0447917,1.00001
2.49366e-18,0.1,-0.04375,1.00001
2.53226e-18,0.1,-0.0427084,1.00001
2.57085e-18,0.1,-0.0416667,1.00001
3.7693e-20,0.1,-0.0416667,1.00001
1.27267e-19,0.1,-0.040625,1.00001
2.1684e-19,0.1,-0.0395834,1.00001
3.57342e-19,0.1,-0.0385417,1.00001
4.97844e-19,0.1,-0.0375,1
3.57342e-19,0.1,-0.0364583,1
2.1684e-19,0.1,-0.0354167,1
1.6263e-19,0.1,-0.034375,1
1.0842e-19,0.1,-0.0333333,1
5.42101e-20,0.1,-0.0322916,1
0,0.1,-0.03125,1
5.42101e-20,0.1,-0.0302083,1
1.0842e-19,0.1,-0.0291667,1
1.6263e-19,0.1,-0.028125,1
2.1684e-19,0.1,-0.0270833,1
1.6263e-19,0.1,-0.0260416,1
1.0842e-19,0.1,-0.025,1
2.1684e-19,0.1,-0.0239583,1
3.25261e-19,0.1,-0.0229167,1
4.0287e-19,0.1,-0.021875,1
4.80479e-19,0.1,-0.0208333,1
4.0287e-19,0.1,-0.0197916,1
3.25261e-19,0.1,-0.01875,0.999992
3.25261e-19,0.1,-0.0177083,0.999992
3.25261e-19,0.1,-0.0166667,0.999927
3.25261e-19,0.1,-0.015625,0.999927
3.25261e-19,0.1,-0.0145834,0.999383
3.79471e-19,0.1,-0.0135417,0.999383
4.33681e-19,0.1,-0.0125,0.991692
4.33681e-19,0.1,-0.0114583,0.991692
4.33681e-19,0.1,-0.0104167,0.868881
3.68274e-19,0.1,-0.00937501,0.868881
3.02867e-19,0.1,-0.00833333,0.868881
1.60936e-19,0.1,-0.00833333,0.318958
4.05729e-19,0.1,-0.00729166,0.318958
6.50521e-19,0.1,-0.00625,0.029052
5.66453e-19,0.1,-0.00520833,0.029052
4.82385e-19,0.1,-0.00416667,0.00087858
4.58033e-19,0.1,-0.003125,0.00087858
4.33681e-19,0.1,-0.00208333,3.35698e-05
3.79471e-19,0.1,-0.00104166,3.35698e-05
3.25261e-19,0.1,8.31044e-11,2.35429e-06
3.79471e-19,0.1,0.00104167,2.35429e-06
4.33681e-19,0.1,0.00208334,2.03983e-07
3.25261e-19,0.1,0.003125,2.03983e-07
2.1684e-19,0.1,0.00416667,4.43477e-08
3.25261e-19,0.1,0.00520833,4.43477e-08
4.33681e-19,0.1,0.00625,1.18869e-08
4.33681e-19,0.1,0.00729166,1.18869e-08
4.33681e-19,0.1,0.00833333,4.61771e-09
3.25261e-19,0.1,0.00937501,4.61771e-09
2.1684e-19,0.1,0.0104167,1.51748e-09
2.73486e-19,0.1,0.0114583,1.51748e-09
3.30131e-19,0.1,0.0125,9.47416e-10
3.27696e-19,0.1,0.0135417,9.47416e-10
