x,y,z,alpha.water
0.15,0,-0.125,1.00001
0.15,3.30872e-24,-0.125,1.00001
0.15,-3.48878e-19,-0.120834,1.00001
0.15,-6.9776e-19,-0.116667,1.00001
0.15,-6.97767e-19,-0.1125,1.00001
0.15,-6.97774e-19,-0.108333,1.00001
0.15,-6.97772e-19,-0.104166,1.00001
0.15,-6.9777e-19,-0.1,1.00001
0.15,-6.97767e-19,-0.0958334,1.00001
0.15,-6.97765e-19,-0.0916667,1.00001
0.15,-6.97763e-19,-0.0875,1.00001
0.15,-6.97762e-19,-0.0833333,1.00001
0.15,-6.97761e-19,-0.08125,1.00001
0.15,-6.9776e-19,-0.0791667,1.00001
0.15,-6.9776e-19,-0.0781251,1.00001
0.15,-6.9776e-19,-0.0770836,1.00001
0.15,-6.97759e-19,-0.0760418,1.00001
0.15,-6.97758e-19,-0.075,1.00001
0.15,-6.97757e-19,-0.0739584,1.00001
0.15,-6.97756e-19,-0.0729168,1.00001
0.15,-6.97757e-19,-0.071875,1.00001
0.15,-6.97758e-19,-0.0708333,1.00001
0.15,-6.97756e-19,-0.0697917,1.00001
0.15,-6.97754e-19,-0.0687501,1.00001
0.15,-6.97755e-19,-0.0677084,1.00001
0.15,-6.97756e-19,-0.0666667,1.00001
0.15,-6.97756e-19,-0.0656251,1.00001
0.15,-6.97756e-19,-0.0645834,1.00001
0.15,-6.97756e-19,-0.0635417,1.00001
0.15,-6.97757e-19,-0.0625,1.00001
0.15,-6.97757e-19,-0.0614584,1.00001
0.15,-6.97757e-19,-0.0604167,1.00001
0.15,-6.97756e-19,-0.059375,1.00001
0.15,-6.97756e-19,-0.0583333,1.00001
0.15,-6.97756e-19,-0.0572917,1.00001
0.15,-6.97756e-19,-0.0562501,1.00001
0.15,-6.97755e-19,-0.0552084,1.00001
0.15,-6.97754e-19,-0.0541667,1.00001
0.15,-6.97754e-19,-0.0531251,1.00001
0.15,-6.97755e-19,-0.0520834,1.00001
0.15,-6.97754e-19,-0.0510417,1.00001
