x,y,z,alpha.water
0.1,0,-0.125,1.00001
0.1,4.63769e-19,-0.123315,1.00001
0.1,9.27538e-19,-0.12163,1.00001
0.1,9.27538e-19,-0.119148,1.00001
0.1,0,-0.116667,1.00001
0.1,9.27538e-19,-0.116667,1.00001
0.1,-4.51596e-19,-0.1125,1.00001
0.1,-9.03193e-19,-0.108333,1.00001
0.1,-9.03192e-19,-0.104166,1.00001
0.1,-9.03192e-19,-0.1,1.00001
0.1,-9.03193e-19,-0.0958333,1.00001
0.1,-9.03194e-19,-0.0916667,1.00001
0.1,-9.03194e-19,-0.0875,1.00001
0.1,-9.03194e-19,-0.0833333,1.00001
0.1,-9.03194e-19,-0.08125,1.00001
0.1,-9.03195e-19,-0.0791667,1.00001
0.1,-9.03194e-19,-0.078125,1.00001
0.1,-9.03194e-19,-0.0770834,1.00001
0.1,-9.03194e-19,-0.0760417,1.00001
0.1,-9.03194e-19,-0.075,1.00001
0.1,-9.03194e-19,-0.0739583,1.00001
0.1,-9.03194e-19,-0.0729167,1.00001
0.1,-9.03194e-19,-0.071875,1.00001
0.1,-9.03195e-19,-0.0708333,1.00001
0.1,-9.03195e-19,-0.0697916,1.00001
0.1,-9.03195e-19,-0.06875,1.00001
0.1,-9.03194e-19,-0.0677083,1.00001
0.1,-9.03194e-19,-0.0666667,1.00001
0.1,-9.03194e-19,-0.065625,1.00001
0.1,-9.03194e-19,-0.0645834,1.00001
0.1,-9.03194e-19,-0.0635417,1.00001
0.1,-9.03194e-19,-0.0625,1.00001
0.1,-9.03194e-19,-0.0614583,1.00001
0.1,-9.03194e-19,-0.0604167,1.00001
0.1,-9.03194e-19,-0.059375,1.00001
0.1,-9.03194e-19,-0.0583333,1.00001
0.1,-9.03195e-19,-0.0572916,1.00001
0.1,-9.03195e-19,-0.05625,1.00001
0.1,-9.03195e-19,-0.0552083,1.00001
0.1,-9.03195e-19,-0.0541667,1.00001
0.1,-9.03194e-19,-0.053125,1.00001
0.1,-9.03194e-19,-0.0520834,1.00001
0.1,-9.03195e-19,-0.0510417,1.00001
0.1,-9.03195e-19,-0.05,1.00001
0.1,-9.03195e-19,-0.0489583,1.00001
0.1,-9.03195e-19,-0.0479167,1.00001
0.1,-9.03195e-19,-0.046875,1.00001
0.1,-9.03195e-19,-0.0458333,1.00001
0.1,-9.03195e-19,-0.0447916,1.00001
0.1,-9.03195e-19,-0.04375,1.00001
0.1,-9.03195e-19,-0.0427083,1.00001
0.1,0,-0.0416667,1.00001
0.1,-9.03195e-19,-0.0416667,1.00001
0.1,1.43678e-19,-0.040625,1.00001
0.1,2.87357e-19,-0.0395834,1.00001
0.1,2.87357e-19,-0.0385417,1.00001
0.1,2.87357e-19,-0.0375,1.00001
0.1,2.87357e-19,-0.0364583,1.00001
0.1,2.87357e-19,-0.0354167,1.00001
0.1,2.87357e-19,-0.034375,1.00001
0.1,2.87357e-19,-0.0333333,1.00001
0.1,2.87357e-19,-0.0322916,1.00001
0.1,2.87357e-19,-0.03125,1
0.1,2.87357e-19,-0.0302083,1
0.1,2.87357e-19,-0.0291667,1
0.1,2.87357e-19,-0.028125,1
0.1,2.87357e-19,-0.0270834,1
0.1,2.87357e-19,-0.0260417,1
0.1,2.87357e-19,-0.025,1
0.1,2.87357e-19,-0.0239583,1
0.1,2.87357e-19,-0.0229167,1
0.1,2.87357e-19,-0.021875,1
0.1,2.87357e-19,-0.0208333,1
0.1,2.87357e-19,-0.0197916,1
0.1,2.87357e-19,-0.01875,1
0.1,2.87357e-19,-0.0177083,1
0.1,2.87357e-19,-0.0166667,1
0.1,2.87357e-19,-0.015625,1
0.1,2.87357e-19,-0.0145834,1
0.1,2.87357e-19,-0.0135417,1
0.1,2.87357e-19,-0.0125,1
0.1,2.87357e-19,-0.0114584,1
0.1,2.87357e-19,-0.0104167,1
0.1,2.87357e-19,-0.00937502,1
0.1,2.87357e-19,-0.00833333,1
0.1,2.87357e-19,-0.00729167,1
0.1,2.87357e-19,-0.00625,1
0.1,2.87357e-19,-0.00520834,1
0.1,2.87357e-19,-0.00416667,1
0.1,2.87357e-19,-0.003125,1
0.1,2.87357e-19,-0.00208333,0.999999
0.1,2.87357e-19,-0.00104166,0.999999
0.1,2.87357e-19,1.05193e-10,0.999993
0.1,2.87357e-19,0.00104167,0.999993
0.1,2.87357e-19,0.00208334,0.999961
0.1,2.87357e-19,0.003125,0.999961
0.1,2.87357e-19,0.00416667,0.999797
0.1,2.87357e-19,0.00520833,0.999797
0.1,2.87357e-19,0.00625,0.999082
0.1,2.87357e-19,0.00699661,0.999082
0.1,2.08335e-08,0.00760302,0.999082
0.1,2.87357e-19,0.00774322,0.999082
0.1,2.08335e-08,0.00796817,0.999082
0.1,2.08335e-08,0.00833333,0.993724
0.1,2.08335e-08,0.00937502,0.993724
0.1,2.08335e-08,0.0104167,0.884868
0.1,2.08335e-08,0.0114584,0.884868
0.1,2.08335e-08,0.0125,0.36168
0.1,2.08335e-08,0.0135417,0.36168
0.1,2.08335e-08,0.0145833,0.0335932
0.1,2.08335e-08,0.015625,0.0335932
0.1,2.08335e-08,0.0166667,0.00104866
0.1,2.08335e-08,0.0177084,0.00104866
0.1,2.08335e-08,0.01875,3.00726e-05
0.1,2.08335e-08,0.0197917,3.00726e-05
0.1,2.08335e-08,0.0208333,1.55061e-06
0.1,2.08335e-08,0.021875,1.55061e-06
0.1,2.08335e-08,0.0229166,5.08845e-07
0.1,2.08335e-08,0.0239583,5.08845e-07
0.1,2.08335e-08,0.025,2.1586e-07
0.1,2.08335e-08,0.0260417,2.1586e-07
0.1,2.08335e-08,0.0270834,1.21648e-07
0.1,2.08335e-08,0.0281251,1.21648e-07
0.1,2.08335e-08,0.0291667,4.12987e-08
0.1,2.08335e-08,0.0302084,4.12987e-08
0.1,2.08335e-08,0.0312501,1.30122e-08
0.1,2.08335e-08,0.0322917,1.30122e-08
0.1,2.08335e-08,0.0333334,5.58834e-09
0.1,2.08335e-08,0.034375,5.58834e-09
0.1,2.08335e-08,0.0354167,1.65759e-09
0.1,2.08335e-08,0.0364583,1.65759e-09
0.1,2.08335e-08,0.0375,6.19878e-10
0.1,2.08335e-08,0.0385417,6.19878e-10
0.1,-6.46235e-27,0.0395834,5.23487e-10
0.1,2.08335e-08,0.0395834,6.19878e-10
0.1,-1.31544e-19,0.040625,5.23487e-10
0.1,-2.63088e-19,0.0416667,5.38898e-10
0.1,-2.63088e-19,0.0427084,5.38898e-10
0.1,-2.63088e-19,0.0437501,5.51005e-10
0.1,-2.63088e-19,0.0447917,5.51005e-10
0.1,-2.63088e-19,0.0458334,5.35181e-10
0.1,-2.63088e-19,0.0468751,5.35181e-10
0.1,-2.63088e-19,0.0479168,5.00322e-10
0.1,-2.63088e-19,0.0489585,5.00322e-10
0.1,-2.63088e-19,0.0500002,4.65986e-10
0.1,-2.63088e-19,0.0510419,4.65986e-10
0.1,-2.63088e-19,0.0520836,4.45827e-10
0.1,-2.63088e-19,0.0531253,4.45827e-10
0.1,-2.63088e-19,0.054167,4.36741e-10
0.1,-2.63088e-19,0.0552087,4.36741e-10
0.1,-2.63088e-19,0.0562504,4.32234e-10
0.1,-2.63088e-19,0.0572921,4.32234e-10
0.1,-2.63088e-19,0.0583338,4.29385e-10
0.1,-2.63088e-19,0.0593755,4.29385e-10
0.1,-2.63089e-19,0.0604173,4.27683e-10
0.1,-2.63089e-19,0.061459,4.27683e-10
0.1,-2.63089e-19,0.0625008,4.26828e-10
0.1,-2.63088e-19,0.0635425,4.26828e-10
0.1,-2.63088e-19,0.0645843,4.29726e-10
0.1,-2.63088e-19,0.0656261,4.29726e-10
0.1,-2.63089e-19,0.0666679,4.81486e-10
0.1,-2.63088e-19,0.0677097,4.81486e-10
0.1,-2.63088e-19,0.0687515,6.71437e-10
0.1,-2.63088e-19,0.0697933,6.71437e-10
0.1,-2.63088e-19,0.0708352,9.79965e-10
0.1,-2.63088e-19,0.0718771,9.79965e-10
0.1,-2.63089e-19,0.072919,1.18935e-09
0.1,-2.63089e-19,0.0739609,1.18935e-09
0.1,-2.63089e-19,0.0750028,1.2216e-09
0.1,-2.63089e-19,0.0760448,1.2216e-09
0.1,-2.63088e-19,0.0770868,1.06447e-09
0.1,-2.63089e-19,0.078129,1.06447e-09
0.1,-2.63089e-19,0.0791711,8.92497e-10
0.1,-2.6309e-19,0.0812559,8.92497e-10
0.1,-2.63091e-19,0.0833407,6.736e-10
0.1,-2.6309e-19,0.0875133,6.736e-10
0.1,-2.63088e-19,0.0916859,5.51783e-10
0.1,-2.63086e-19,0.0958616,5.51783e-10
0.1,-2.63084e-19,0.100037,6.42232e-10
0.1,-2.63077e-19,0.108402,6.42232e-10
0.1,-2.6307e-19,0.116766,6.42232e-10
0.1,8.34701e-08,0.116766,9.49462e-10
0.1,8.34701e-08,0.125135,9.49462e-10
0.1,8.34701e-08,0.133504,1.35283e-09
