x,y,z,alpha.water
0,0.15,-0.125,1
-1.0842e-19,0.15,-0.120833,1
5.42101e-20,0.15,-0.116667,1
-2.1684e-19,0.15,-0.116667,1
2.43945e-19,0.15,-0.1125,1
4.33681e-19,0.15,-0.108333,1
4.33681e-19,0.15,-0.104166,1
4.33681e-19,0.15,-0.1,1
4.87891e-19,0.15,-0.0958333,1
5.42101e-19,0.15,-0.0916667,1
1.49078e-19,0.15,-0.0875,1
-2.43945e-19,0.15,-0.0833333,1
-2.30393e-19,0.15,-0.08125,1
-2.1684e-19,0.15,-0.0791667,1
-1.6263e-19,0.15,-0.0781251,1
-1.0842e-19,0.15,-0.0770835,1
1.0842e-19,0.15,-0.0760417,1
3.25261e-19,0.15,-0.075,1
3.25261e-19,0.15,-0.0739584,1
3.25261e-19,0.15,-0.0729168,1
3.79471e-19,0.15,-0.071875,1
4.33681e-19,0.15,-0.0708333,1
5.42101e-19,0.15,-0.0697917,1
6.50521e-19,0.15,-0.06875,1
7.31836e-19,0.15,-0.0677084,1
8.13152e-19,0.15,-0.0666667,1
6.23416e-19,0.15,-0.065625,1
4.33681e-19,0.15,-0.0645834,1
4.33681e-19,0.15,-0.0635417,1
4.33681e-19,0.15,-0.0625,1
5.42101e-19,0.15,-0.0614583,1
6.50521e-19,0.15,-0.0604167,1
6.77626e-19,0.15,-0.059375,1
7.04731e-19,0.15,-0.0583333,1
8.94467e-19,0.15,-0.0572916,1
1.0842e-18,0.15,-0.05625,1
1.13841e-18,0.15,-0.0552083,1
1.19262e-18,0.15,-0.0541667,1
1.19262e-18,0.15,-0.053125,1
1.19262e-18,0.15,-0.0520833,1
1.24683e-18,0.15,-0.0510417,1
1.30104e-18,0.15,-0.05,1
1.35525e-18,0.15,-0.0489583,1
1.40946e-18,0.15,-0.0479167,1
1.24683e-18,0.15,-0.046875,1
1.0842e-18,0.15,-0.0458333,1
1.02999e-18,0.15,-0.0447916,1
9.75782e-19,0.15,-0.04375,1
9.89334e-19,0.15,-0.0427083,1
1.00289e-18,0.15,-0.0416667,1
1.15196e-18,0.15,-0.040625,1
1.30104e-18,0.15,-0.0395833,1
1.35525e-18,0.15,-0.0385417,1
1.40946e-18,0.15,-0.0375,1
1.35525e-18,0.15,-0.0364583,1
1.30104e-18,0.15,-0.0354167,1
1.3146e-18,0.15,-0.034375,1
1.32815e-18,0.15,-0.0333333,1
1.3146e-18,0.15,-0.0322916,1
1.30104e-18,0.15,-0.03125,1
1.30104e-18,0.15,-0.0302083,1
1.30104e-18,0.15,-0.0291667,1
1.24683e-18,0.15,-0.028125,1
1.19262e-18,0.15,-0.0270833,1
1.11131e-18,0.15,-0.0260417,1
1.02999e-18,0.15,-0.025,1
1.11131e-18,0.15,-0.0239583,1
1.19262e-18,0.15,-0.0229167,1
1.0842e-18,0.15,-0.021875,1
9.75782e-19,0.15,-0.0208333,1
9.75782e-19,0.15,-0.0197916,1
9.75782e-19,0.15,-0.01875,1
9.75782e-19,0.15,-0.0177083,1
9.75782e-19,0.15,-0.0166667,1
9.21572e-19,0.15,-0.015625,1
8.67362e-19,0.15,-0.0145833,1
9.21572e-19,0.15,-0.0135417,1
9.75782e-19,0.15,-0.0125,1
9.62229e-19,0.15,-0.0114583,1
9.48677e-19,0.15,-0.0104167,1
-2.71051e-20,0.15,-0.0104167,0.999993
-1.49078e-19,0.15,-0.009375,0.999993
-2.71051e-19,0.15,-0.00833333,0.998967
-3.52366e-19,0.15,-0.00729167,0.998967
-4.33681e-19,0.15,-0.00625,0.946988
-4.87891e-19,0.15,-0.00520833,0.946988
-5.42101e-19,0.15,-0.00416667,0.529822
-5.42101e-19,0.15,-0.00312498,0.529822
-5.42101e-19,0.15,-0.00208329,0.0602909
-5.01444e-19,0.15,-0.00104165,0.0602909
-4.60786e-19,0.15,1.40133e-11,0.000878855
-5.01444e-19,0.15,0.00104165,0.000878855
-5.42101e-19,0.15,0.00208329,8.3875e-06
-5.42101e-19,0.15,0.00312498,8.3875e-06
-5.42101e-19,0.15,0.00416667,4.37514e-07
-5.42101e-19,0.15,0.00520833,4.37514e-07
-5.42101e-19,0.15,0.00625,3.49809e-08
-5.01444e-19,0.15,0.00729167,3.49809e-08
-4.60786e-19,0.15,0.00833333,3.7719e-09
-4.47233e-19,0.15,0.009375,3.7719e-09
-4.33681e-19,0.15,0.0104167,4.86246e-10
-3.25261e-19,0.15,0.0114583,4.86246e-10
-2.1684e-19,0.15,0.0125,6.35922e-11
-1.0842e-19,0.15,0.0135417,6.35922e-11
0,0.15,0.0145833,4.31966e-12
-4.06576e-20,0.15,0.015625,4.31966e-12
-8.13152e-20,0.15,0.0166667,1.9035e-12
-2.57498e-19,0.15,0.0177084,1.9035e-12
-4.33681e-19,0.15,0.01875,2.06673e-12
-4.33681e-19,0.15,0.0197917,2.06673e-12
-4.33681e-19,0.15,0.0208333,2.37984e-12
-4.33681e-19,0.15,0.021875,2.37984e-12
-4.33681e-19,0.15,0.0229167,3.22268e-12
-3.79471e-19,0.15,0.0239583,3.22268e-12
-3.25261e-19,0.15,0.025,4.4561e-12
