x,y,z,alpha.water
0,0.125,-0.125,1
4.33681e-19,0.125,-0.120833,1
-3.25261e-19,0.125,-0.116667,1
8.67362e-19,0.125,-0.116667,1
1.6263e-19,0.125,-0.1125,1
6.50521e-19,0.125,-0.108333,1
5.42101e-19,0.125,-0.104166,1
4.33681e-19,0.125,-0.1,1
7.45389e-19,0.125,-0.0958333,1
1.0571e-18,0.125,-0.0916667,1
9.89334e-19,0.125,-0.0875,1
9.21572e-19,0.125,-0.0833333,1
1.11131e-18,0.125,-0.08125,1
1.30104e-18,0.125,-0.0791667,1
1.24683e-18,0.125,-0.0781251,1
1.19262e-18,0.125,-0.0770835,1
1.24344e-18,0.125,-0.0760417,1
1.29427e-18,0.125,-0.075,1
1.29765e-18,0.125,-0.0739583,1
1.30104e-18,0.125,-0.0729167,1
1.40946e-18,0.125,-0.071875,1
1.51788e-18,0.125,-0.0708333,1
1.6263e-18,0.125,-0.0697917,1
1.73472e-18,0.125,-0.0687501,1
1.54499e-18,0.125,-0.0677084,1
1.35525e-18,0.125,-0.0666667,1
1.21973e-18,0.125,-0.0656251,1
1.0842e-18,0.125,-0.0645834,1.00001
1.0842e-18,0.125,-0.0635417,1.00001
1.0842e-18,0.125,-0.0625,1.00001
1.30104e-18,0.125,-0.0614584,1.00001
1.51788e-18,0.125,-0.0604167,1
1.44758e-18,0.125,-0.059375,1
1.37728e-18,0.125,-0.0583333,1
1.12232e-18,0.125,-0.0572917,1
8.67362e-19,0.125,-0.05625,1
7.58942e-19,0.125,-0.0552083,1
6.50521e-19,0.125,-0.0541667,1
8.67362e-19,0.125,-0.053125,1
1.0842e-18,0.125,-0.0520833,1
8.48727e-19,0.125,-0.0510416,1
6.13252e-19,0.125,-0.05,1
5.23466e-19,0.125,-0.0489583,1
4.33681e-19,0.125,-0.0479167,1
7.58942e-19,0.125,-0.046875,1
1.0842e-18,0.125,-0.0458333,1
1.19262e-18,0.125,-0.0447916,1
1.30104e-18,0.125,-0.04375,1
1.46028e-18,0.125,-0.0427083,1
1.61953e-18,0.125,-0.0416667,1
1.56871e-18,0.125,-0.040625,1
1.51788e-18,0.125,-0.0395834,1
1.6263e-18,0.125,-0.0385417,1
1.73472e-18,0.125,-0.0375,1
1.6263e-18,0.125,-0.0364583,1
1.51788e-18,0.125,-0.0354167,1
1.47977e-18,0.125,-0.034375,1
1.44165e-18,0.125,-0.0333333,1
1.26293e-18,0.125,-0.0322916,1
1.0842e-18,0.125,-0.03125,1
1.0842e-18,0.125,-0.0302083,1
1.0842e-18,0.125,-0.0291667,1
1.0842e-18,0.125,-0.028125,1
