# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.36075         	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	4.75620826e+03	(2.33759195e-02 -2.12562039e-01 7.05592617e-01)	8
0.360783        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	2.11466389e+03	(2.33778805e-02 -2.14439083e-01 7.01359198e-01)	21
0.36082         	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	6.44502940e+02	(2.32646878e-02 -2.06293360e-01 7.12228415e-01)	8
0.360865        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	2.84959644e+02	(2.75396261e-02 -2.06829432e-01 7.23908319e-01)	8
0.360918        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	1.89097955e+02	(2.75444366e-02 -2.06860716e-01 7.23914563e-01)	8
0.360981        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	1.40721797e+02	(2.75501199e-02 -2.06898820e-01 7.23921941e-01)	8
0.361056        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	1.13752274e+02	(3.31748618e-02 -2.16905006e-01 7.31510901e-01)	8
0.361144        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	9.22432398e+01	(2.71962973e-02 -2.17389564e-01 7.41133309e-01)	21
0.361247        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	7.90718176e+01	(2.72026006e-02 -2.17439923e-01 7.41141539e-01)	21
0.361372        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	6.61361840e+01	(2.72102532e-02 -2.17494544e-01 7.41151526e-01)	21
0.36152         	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	5.72386079e+01	(3.28568693e-02 -2.17954638e-01 7.50347190e-01)	21
0.361705        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	5.12283524e+01	(3.28644347e-02 -2.17989152e-01 7.50357112e-01)	21
0.361921        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	4.47490864e+01	(3.28731420e-02 -2.18100018e-01 7.50368737e-01)	21
0.362191        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	3.91740497e+01	(3.31490552e-02 -2.05648188e-01 7.50481803e-01)	8
0.362461        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	3.43892445e+01	(3.31603346e-02 -2.05592014e-01 7.50496450e-01)	8
0.36273         	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	2.98644847e+01	(3.31715845e-02 -2.05634584e-01 7.50511069e-01)	8
0.363           	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	2.61355907e+01	(3.31827978e-02 -2.05826428e-01 7.50525655e-01)	8
0.363333        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	2.40644847e+01	(4.32839175e-02 -2.12365846e-01 7.65146202e-01)	8
0.363714        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	2.20111513e+01	(4.32911276e-02 -2.12259105e-01 7.65153665e-01)	8
0.364171        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	1.98670050e+01	(3.79628883e-02 -2.12522169e-01 7.87598925e-01)	8
0.364781        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	1.85953220e+01	(3.79633539e-02 -2.12549779e-01 7.87600940e-01)	8
0.36539         	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	5.50798993e+01	(5.60376475e-02 1.09549055e-01 4.85748191e-01)	7
0.366           	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	2.12350620e+01	(6.80498608e-02 -1.97021647e-01 5.00544495e-01)	8
0.36675         	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	1.99252208e+03	(-1.83494726e-02 -1.22133670e-01 4.92370546e-01)	1
0.366882        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	1.00977777e+03	(-1.41918191e-02 -1.15861818e-01 4.97594260e-01)	1
0.367045        	mag(U)          	0.00000000e+00	(-1.15484950e-02 4.78354500e-03 3.31250000e-01)	0	6.18114507e+02	(-2.80301224e-02 -1.03229184e-01 4.90697589e-01)	1
