# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.340775        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.60426123e+00	(7.77282994e-02 1.85570522e-01 5.06275103e-01)	10
0.341489        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.56670517e+00	(4.64378132e-02 1.91042209e-01 5.12650924e-01)	10
0.342208        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.57156251e+00	(4.65129801e-02 -1.91179308e-01 5.12739810e-01)	20
0.342927        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.57037647e+00	(4.01860873e-02 1.90632183e-01 5.12783175e-01)	10
0.343636        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.63013215e+00	(7.80266651e-02 1.85521176e-01 5.06627569e-01)	10
0.344329        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.55738932e+00	(4.03314104e-02 1.90597574e-01 5.12954556e-01)	10
0.345027        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.58641511e+00	(4.68056914e-02 -1.91220209e-01 5.13085042e-01)	20
0.345721        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.59648095e+00	(7.82418828e-02 1.85502065e-01 5.06881092e-01)	10
0.346399        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.67207266e+00	(7.83115012e-02 1.85470155e-01 5.06962966e-01)	10
0.347067        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.56256295e+00	(4.70153246e-02 -1.91271386e-01 5.13331644e-01)	20
0.347741        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.60246169e+00	(4.70841251e-02 -1.91259335e-01 5.13412458e-01)	20
0.348405        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.65286964e+00	(7.85161303e-02 1.85454600e-01 5.07203347e-01)	10
0.349059        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.71597136e+00	(7.85825020e-02 1.85417283e-01 5.07281201e-01)	10
0.349708        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.59656892e+00	(4.72839374e-02 -1.91313328e-01 5.13646912e-01)	20
0.350358        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.62108091e+00	(4.73495267e-02 -1.91295562e-01 5.13723774e-01)	20
0.350998        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.72848533e+00	(7.87780531e-02 1.85405084e-01 5.07510391e-01)	10
0.351634        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.74659237e+00	(7.88417933e-02 1.85362846e-01 5.07584998e-01)	10
0.352265        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.66076593e+00	(9.77688845e-02 -1.79614119e-01 5.07618433e-01)	20
0.352887        	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.64300440e+00	(9.78308175e-02 -1.79591595e-01 5.07690864e-01)	20
0.35351         	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.82793982e+00	(7.90286936e-02 1.85352633e-01 5.07803642e-01)	10
