# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.000319904     	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.28962609e-01	(1.36928642e-01 1.62555697e-01 -3.68111151e-01)	19
0.000463651     	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.29533857e-01	(1.36928681e-01 1.62555698e-01 -3.68093097e-01)	19
0.000636346     	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.31910377e-01	(1.36928749e-01 1.62555699e-01 -3.68071406e-01)	19
0.000843726     	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.33755102e-01	(1.36928862e-01 1.62555696e-01 -3.68045360e-01)	19
0.001093        	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.35223124e-01	(1.36929043e-01 1.62555695e-01 -3.68014051e-01)	19
0.00139243      	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.36361885e-01	(1.36929324e-01 1.62555703e-01 -3.67976444e-01)	19
0.00175131      	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.37224282e-01	(1.81233116e-01 1.11163027e-01 -3.67982360e-01)	19
0.00218006      	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.38042429e-01	(1.81233763e-01 1.11163005e-01 -3.67928513e-01)	19
0.0026964       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.38652705e-01	(1.81234735e-01 1.11163014e-01 -3.67863668e-01)	19
0.00331333      	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.38974187e-01	(1.81236173e-01 1.11163072e-01 -3.67786196e-01)	19
0.00405757      	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.38765441e-01	(1.81238305e-01 1.11163023e-01 -3.67692746e-01)	19
0.00494492      	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.38203869e-01	(1.81241479e-01 -1.11163147e-01 -3.67581603e-01)	21
0.00599737      	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.37238161e-01	(1.81245916e-01 1.11163068e-01 -3.67449233e-01)	19
0.0072603       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.35325583e-01	(1.81252464e-01 1.11163355e-01 -3.67290749e-01)	19
0.00874098      	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.32443572e-01	(1.81261801e-01 -1.11163280e-01 -3.67105277e-01)	21
0.0104684       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.29580874e-01	(1.81274805e-01 -1.11163794e-01 -3.66888709e-01)	21
0.012455        	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.34602950e-01	(-1.71472660e-01 -1.08992860e-01 1.91125804e-01)	15
0.0146753       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.40887085e-01	(-1.90216772e-01 -7.15955335e-02 1.91413675e-01)	15
0.0170436       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.49256242e-01	(-1.90186899e-01 7.15950984e-02 1.91709702e-01)	15
0.0194119       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.55080637e-01	(-1.96280183e-01 5.29034958e-02 1.92023756e-01)	15
0.0217802       	mag(U)          	0.00000000e+00	(-1.95978500e-03 -9.80611000e-03 -1.09375000e-01)	0	3.63923385e-01	(-1.96241669e-01 -5.29034837e-02 1.92319489e-01)	15
