# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.11            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	8.02940964e-01	(1.51494603e-01 -8.48327798e-02 4.70053985e-01)	13
0.12            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	8.44610570e-01	(1.14518760e-01 1.71771083e-01 4.79786849e-01)	10
0.13            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	9.00242939e-01	(1.03285141e-01 -1.78755837e-01 4.80914582e-01)	20
0.14            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	9.46157915e-01	(1.16346140e-01 -1.71756596e-01 4.81984940e-01)	20
0.15            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	9.76876239e-01	(1.17337049e-01 1.71782354e-01 4.82994586e-01)	10
0.16            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.87261092e+00	(-1.47905343e-01 -3.45525167e-02 4.89630539e-01)	19
0.17            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.55335473e+00	(-1.16669124e-01 9.08655735e-02 4.88462924e-01)	9
0.18            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	2.81401079e+00	(-1.35629792e-01 -4.70290201e-02 4.93905169e-01)	19
0.19            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	3.50272108e+00	(-1.46161798e-01 -2.19848167e-02 4.96606790e-01)	19
0.2             	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	7.00331693e+00	(-9.21825051e-02 -1.03335807e-01 4.91925656e-01)	21
0.21            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	3.47130191e+00	(-1.35515431e-01 1.56839866e-02 4.98518129e-01)	19
0.22            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	2.47209041e+00	(-1.17862965e-01 -5.94719561e-02 4.96555658e-01)	19
0.23            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	4.39585470e+00	(-1.39220051e-01 9.40594366e-03 5.01086578e-01)	19
0.24            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	2.18398344e+00	(-1.61340833e-01 9.43966646e-03 5.12068056e-01)	19
0.25            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.94482233e+00	(-1.16042592e-01 -9.09017755e-02 4.99198953e-01)	19
0.26            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.66201325e+00	(-1.27909914e-01 -1.03646992e-01 5.06596672e-01)	19
0.27            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	2.30768046e+00	(-1.32318295e-01 -1.03806629e-01 5.07593312e-01)	19
0.28            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.43682301e+00	(-1.43332191e-01 -9.76848898e-02 5.08256092e-01)	19
0.29            	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	2.09126413e+00	(1.91796813e-01 -9.75364613e-02 4.89476545e-01)	20
0.3             	mag(U)          	0.00000000e+00	(-7.49507167e-02 5.00000000e-01 3.74984650e-01)	0	1.65501298e+00	(1.92997716e-01 -9.75473771e-02 4.95617993e-01)	20
