# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.2125          	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.18461687e+00	(-3.71979932e-02 -1.95356483e-01 7.02880173e-01)	6
0.214375        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.48159405e-01	(1.61069121e-01 -7.77115768e-02 4.70264632e-01)	13
0.21625         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	7.85950830e-01	(-3.67390425e-02 1.97136759e-01 7.03338708e-01)	8
0.218125        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.07823781e+00	(-3.65087294e-02 -1.95130359e-01 7.03563729e-01)	6
0.22            	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.28402204e+00	(-3.62778267e-02 -1.94693326e-01 7.03786156e-01)	6
0.221667        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	8.28223896e-01	(-3.60721046e-02 1.97825552e-01 7.03981705e-01)	8
0.22375         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	7.23241048e-01	(-3.58144543e-02 1.97760220e-01 7.04222955e-01)	8
0.225833        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.82769473e+00	(-3.55562767e-02 -1.94061042e-01 7.04460707e-01)	6
0.226875        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.14044946e+00	(-3.54269707e-02 -1.93587901e-01 7.04578375e-01)	6
0.227917        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.05737227e+00	(-7.37913506e-02 -1.81914548e-01 7.10916143e-01)	10
0.228958        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	9.56963129e-01	(-7.36618017e-02 -1.81806442e-01 7.11032115e-01)	10
0.23            	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.23192191e+00	(-3.50383284e-02 -1.92836043e-01 7.04926298e-01)	6
0.230833        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.40736697e+00	(-3.72961033e-03 -1.98603686e-01 7.01998958e-01)	6
0.231597        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.18487890e+00	(-6.07095298e-02 -1.86656624e-01 7.11344084e-01)	10
0.232531        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.22876303e+00	(-6.05930835e-02 -1.86463546e-01 7.11445380e-01)	10
0.233598        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.39494079e+00	(-3.45896839e-02 -1.91258845e-01 7.05317405e-01)	6
0.234131        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.78156189e+00	(-3.31815076e-03 -1.97000492e-01 7.02355712e-01)	6
0.23462         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.15239898e+00	(-3.25706029e-03 -1.96787982e-01 7.02407887e-01)	6
0.235218        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.32697799e+00	(-3.18236936e-03 -1.96494886e-01 7.02471401e-01)	6
0.235901        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.98390732e+00	(-3.07720864e-03 2.09324706e-01 4.69236834e-01)	14
0.236274        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.65825527e+00	(-3.03061177e-03 2.09784515e-01 4.69276085e-01)	14
0.236613        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.31169636e+00	(-3.00801934e-03 -1.95022330e-01 7.02618484e-01)	6
0.237036        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.52096302e+00	(-2.95505279e-03 -1.94690043e-01 7.02662843e-01)	6
0.23753         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	7.67179334e+00	(3.96791503e-02 2.11098149e-01 4.63157872e-01)	15
0.237804        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	8.15155593e+00	(-2.83906775e-03 2.11591282e-01 4.63186175e-01)	14
0.238079        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.55705680e+00	(-2.82454937e-03 -1.93179735e-01 7.02771495e-01)	6
0.238399        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.65202433e+00	(-2.78446935e-03 -1.92840930e-01 7.02804682e-01)	6
0.238799        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.13323844e+01	(-2.71451656e-03 2.13032781e-01 4.63289241e-01)	14
0.238999        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.29896964e+01	(3.98631499e-02 2.13464808e-01 4.57060148e-01)	15
0.2392          	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.47070687e+00	(-2.68424351e-03 -1.91257900e-01 7.02887296e-01)	6
0.239466        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.38571135e+00	(-2.65082718e-03 -1.90861862e-01 7.02914722e-01)	6
0.239733        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.56996806e+01	(-2.59751036e-03 2.14905370e-01 4.57135281e-01)	14
