x,y,z,alpha.water
-1.0842e-19,0.1,-0.121145,1
-7.45389e-20,0.1,-0.11802,1
-4.06576e-20,0.1,-0.114896,1
1.42302e-19,0.1,-0.11177,1
3.25261e-19,0.1,-0.108644,1
3.79471e-19,0.1,-0.10552,1
4.33681e-19,0.1,-0.102395,0.999999
2.71051e-19,0.1,-0.099269,0.999999
1.0842e-19,0.1,-0.0961431,1
2.30393e-19,0.1,-0.0930187,1
3.52366e-19,0.1,-0.0898942,1
1.76183e-19,0.1,-0.0867684,1
0,0.1,-0.0836426,1
-1.81657e-07,0.0999999,-0.0836426,1
-1.81657e-07,0.0999999,-0.0805182,1
-1.81657e-07,0.0999999,-0.0773938,1
-1.81657e-07,0.0999999,-0.0742681,1
-1.81657e-07,0.0999999,-0.0711424,1
-1.81657e-07,0.0999999,-0.068018,1
-1.81657e-07,0.0999999,-0.0648936,1
-1.81657e-07,0.0999999,-0.0617679,1
-1.81657e-07,0.0999999,-0.0586421,1
-1.81657e-07,0.0999999,-0.0555178,1
-1.81657e-07,0.0999999,-0.0523934,1
-1.81657e-07,0.0999999,-0.0492677,1
-1.81657e-07,0.0999999,-0.0461419,1
-1.81657e-07,0.0999999,-0.0430175,1
-1.81657e-07,0.0999999,-0.0398932,1
-1.81657e-07,0.0999999,-0.0367674,1
-1.81657e-07,0.0999999,-0.0336416,1
-1.81657e-07,0.0999999,-0.0305172,1
-1.81657e-07,0.0999999,-0.0273928,1
-1.81657e-07,0.0999999,-0.0242669,1
-1.81657e-07,0.0999999,-0.021141,1
-1.81657e-07,0.0999999,-0.0180165,1
-1.81657e-07,0.0999999,-0.0148921,1
-1.81657e-07,0.0999999,-0.0117661,1
-1.81657e-07,0.0999999,-0.00864024,1
-1.81657e-07,0.0999999,-0.00551565,1
-1.81657e-07,0.0999999,-0.00239106,1
-1.81657e-07,0.0999999,0.000734917,1
-1.81657e-07,0.0999999,0.00386089,1
-1.81359e-07,0.0999999,0.0038609,1
-1.81359e-07,0.0999999,0.00698552,1
-1.81359e-07,0.0999999,0.0101101,0.999988
-1.81359e-07,0.0999999,0.0132361,0.999988
-1.81359e-07,0.0999999,0.016362,0.999417
-1.81359e-07,0.0999999,0.0194866,0.999417
-1.81359e-07,0.0999999,0.0226112,0.953965
-1.81359e-07,0.0999999,0.025737,0.953965
-1.81359e-07,0.0999999,0.0288629,0.399238
-1.81359e-07,0.0999999,0.0319873,0.399238
-1.81359e-07,0.0999999,0.0351117,0.100109
-1.81359e-07,0.0999999,0.0382374,0.100109
-1.81359e-07,0.0999999,0.041363,0.0272699
-1.81359e-07,0.0999999,0.0444872,0.0272699
-1.81359e-07,0.0999999,0.0476114,0.0076253
-1.81359e-07,0.0999999,0.0507369,0.0076253
-1.81359e-07,0.0999999,0.0538624,0.00213145
-1.81359e-07,0.0999999,0.0569864,0.00213145
-1.81359e-07,0.0999999,0.0601105,0.000593047
-1.81359e-07,0.0999999,0.0632359,0.000593047
-1.81359e-07,0.0999999,0.0663612,0.000163766
-1.81359e-07,0.0999999,0.0694852,0.000163766
-1.81359e-07,0.0999999,0.0726092,4.47111e-05
-1.81359e-07,0.0999999,0.0757346,4.47111e-05
-1.81359e-07,0.0999999,0.07886,1.2007e-05
-1.81359e-07,0.0999999,0.0819841,1.2007e-05
-1.81359e-07,0.0999999,0.0851081,3.15658e-06
-1.81359e-07,0.0999999,0.0882335,3.15658e-06
-1.81359e-07,0.0999999,0.091359,8.01568e-07
-1.81359e-07,0.0999999,0.0944831,8.01568e-07
-1.81359e-07,0.0999999,0.0976072,1.87874e-07
-1.81359e-07,0.0999999,0.100733,1.87874e-07
-1.81359e-07,0.0999999,0.103858,2.95551e-08
-1.81359e-07,0.0999999,0.110136,2.95551e-08
-1.81359e-07,0.0999999,0.116414,4.15106e-09
-1.81359e-07,0.0999999,0.122665,4.15106e-09
-1.81359e-07,0.0999999,0.128915,3.80648e-10
