# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.1705          	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.13792534e+00	(-4.22202249e-02 1.99002401e-01 4.83208051e-01)	14
0.171059        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.66886495e+00	(-4.96761803e-02 -1.89836235e-01 4.95777913e-01)	6
0.171747        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.90532933e+00	(-4.20825923e-02 1.99401433e-01 4.83363652e-01)	14
0.172572        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.47224062e+00	(-1.06495980e-02 2.05983711e-01 4.77216176e-01)	14
0.173036        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.72888507e+00	(-1.05980515e-02 2.06435203e-01 4.77273582e-01)	14
0.1735          	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.71501502e+00	(-6.07442460e-02 1.94722800e-01 4.83580677e-01)	14
0.174042        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.12161651e+00	(-1.04860968e-02 2.06970876e-01 4.77397445e-01)	14
0.174638        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	9.19192336e+00	(-6.06174118e-02 1.95759639e-01 4.77470313e-01)	14
0.174995        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	8.87398164e+00	(-6.05774595e-02 1.96217952e-01 4.77514011e-01)	14
0.175353        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.90209351e+00	(-4.16811946e-02 2.02583745e-01 4.77557682e-01)	14
0.175775        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.24936250e+00	(-6.04901320e-02 1.96808458e-01 4.77609041e-01)	14
0.176245        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.30128184e+01	(-4.15811821e-02 2.03682377e-01 4.71416091e-01)	14
0.176513        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.27048578e+01	(-6.04073210e-02 1.98020992e-01 4.71448523e-01)	14
0.176781        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.28589469e+00	(-1.01793679e-02 2.10230379e-01 4.71481135e-01)	14
0.177103        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.92581743e+00	(-4.14846842e-02 2.04765632e-01 4.71519896e-01)	14
0.177465        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.84680020e+01	(-4.14438757e-02 2.05528557e-01 4.65313532e-01)	14
0.177676        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.72594545e+01	(-4.14200620e-02 2.05991935e-01 4.65338944e-01)	14
0.177888        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	7.06211027e+00	(-1.00546994e-02 2.12101818e-01 4.65364430e-01)	14
0.178152        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	7.92803759e+00	(-4.13664246e-02 2.06677999e-01 4.65396004e-01)	14
0.17846         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.76756202e+01	(-4.13315967e-02 2.07538850e-01 4.59182902e-01)	14
0.178631        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.58008489e+01	(-4.13122456e-02 2.08039082e-01 4.59203372e-01)	14
0.178783        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.06061547e+01	(-7.31004243e-02 1.96672529e-01 4.65471441e-01)	14
0.178957        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.13780299e+01	(-9.93382539e-03 2.14518670e-01 4.59242412e-01)	14
0.179165        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.69404663e+01	(-4.12517105e-02 2.09421025e-01 4.53017181e-01)	14
0.179305        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.36464571e+01	(-4.12359512e-02 2.09915230e-01 4.53033749e-01)	14
0.179444        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.12264254e+01	(-6.00764735e-02 2.04108118e-01 4.59300238e-01)	14
0.179629        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.53032033e+01	(-9.85762059e-03 2.16541739e-01 4.53072462e-01)	14
0.179815        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.17841522e+01	(-9.83655583e-03 2.17394956e-01 4.46844488e-01)	14
0.179907        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.51597701e+01	(-9.82602993e-03 2.17830139e-01 4.46855491e-01)	14
0.18            	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.93900280e+01	(-6.00133229e-02 2.06189043e-01 4.53116314e-01)	14
0.180109        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.19816179e+01	(-9.80315510e-03 2.18517723e-01 4.46879373e-01)	14
0.180231        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.11533402e+01	(9.59092636e-02 2.01685640e-01 4.34394207e-01)	15
0.180314        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.06087664e+01	(9.59187538e-02 2.02146105e-01 4.34404092e-01)	15
0.180401        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.90189911e+01	(-9.76991475e-03 2.19968861e-01 4.34413955e-01)	14
0.180503        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.36535111e+01	(-5.99561458e-02 2.08455819e-01 4.46925855e-01)	14
0.180617        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.92044344e+01	(3.28072808e-02 2.21151293e-01 4.34439702e-01)	15
0.180685        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.58746545e+01	(-4.10791049e-02 2.15816634e-01 4.40697473e-01)	14
0.180756        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.26403041e+01	(-7.28764013e-02 2.04479360e-01 4.46955755e-01)	14
0.18084         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.93430406e+01	(-4.10615333e-02 2.16573033e-01 4.40715694e-01)	14
0.180932        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	8.61994978e+01	(3.28431462e-02 2.23141463e-01 4.28226867e-01)	15
0.180988        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.78328063e+01	(3.28495210e-02 2.23600146e-01 4.28233465e-01)	15
0.181047        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	2.73984089e+01	(-5.98941806e-02 2.12014066e-01 4.40740080e-01)	14
0.181116        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.45662560e+01	(-2.92304391e-02 2.19938737e-01 4.34498301e-01)	14
0.181193        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	9.30546049e+01	(6.42268254e-02 2.19324904e-01 4.22007649e-01)	15
0.181239        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	7.37386131e+01	(9.60240699e-02 2.08119641e-01 4.22013246e-01)	15
0.181289        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.29440849e+01	(8.49098711e-03 2.25660167e-01 4.28268761e-01)	14
0.181346        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.25696162e+01	(-5.98600553e-02 2.14475334e-01 4.34525306e-01)	14
0.18141         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.09091612e+02	(8.31159536e-02 2.15259375e-01 4.15783349e-01)	15
0.181449        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	8.69722184e+01	(1.08621519e-01 2.03872470e-01 4.15788009e-01)	15
0.181491        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	3.88652273e+01	(4.64055808e-02 2.24320729e-01 4.22042714e-01)	15
0.18154         	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	5.12586102e+01	(-5.98379327e-02 2.16516048e-01 4.28298083e-01)	14
0.181593        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.20950718e+02	(-5.98319156e-02 2.17275220e-01 4.22054255e-01)	14
0.181626        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	9.73695326e+01	(-5.98281684e-02 2.17726046e-01 4.22058111e-01)	14
0.181661        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.44999352e+01	(4.64250247e-02 2.26342287e-01 4.15812708e-01)	15
0.181703        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	6.02623135e+01	(-5.98192848e-02 2.18553147e-01 4.22067249e-01)	14
0.181747        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.34545485e+02	(3.29361104e-02 2.31209727e-01 4.09572702e-01)	15
0.181775        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	1.00737108e+02	(3.29392932e-02 2.31652191e-01 4.09575973e-01)	15
0.181806        	mag(U)          	0.00000000e+00	(2.24898417e-01 5.00000000e-01 4.24990750e-01)	0	4.94212819e+01	(-2.91516789e-02 2.27567673e-01 4.15829393e-01)	14
